RUN	pokemonapi.RefulTask	refultask	1720827144073	 	3.11.3
USER	Task API Test	END	1720827171305
USER	Task API Test	START	1720827171305
REQUEST		POST task	1720827170973	1720827171308	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171308
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171308
USER	Task API Test	END	1720827171309
REQUEST		POST task	1720827170990	1720827171309	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171309
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171309
USER	Task API Test	END	1720827171309
USER	Task API Test	START	1720827171310
USER	Task API Test	START	1720827171310
REQUEST		POST task	1720827171006	1720827171370	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171371
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171371
USER	Task API Test	END	1720827171371
USER	Task API Test	START	1720827171372
REQUEST		POST task	1720827171082	1720827171404	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171404
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171404
USER	Task API Test	END	1720827171405
USER	Task API Test	START	1720827171406
REQUEST		POST task	1720827171145	1720827171468	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171469
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171469
USER	Task API Test	END	1720827171469
USER	Task API Test	START	1720827171470
REQUEST		POST task	1720827171223	1720827171554	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171554
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171554
USER	Task API Test	END	1720827171555
USER	Task API Test	START	1720827171556
REQUEST		POST task	1720827171256	1720827171583	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171584
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171584
USER	Task API Test	END	1720827171584
USER	Task API Test	START	1720827171585
REQUEST		POST task	1720827171227	1720827171600	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171600
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171600
USER	Task API Test	END	1720827171601
USER	Task API Test	START	1720827171601
REQUEST		POST task	1720827171305	1720827171611	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171611
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171611
USER	Task API Test	END	1720827171612
USER	Task API Test	START	1720827171612
REQUEST		POST task	1720827171309	1720827171629	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171630
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171630
USER	Task API Test	END	1720827171630
USER	Task API Test	START	1720827171630
REQUEST		POST task	1720827171371	1720827171672	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171673
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171673
USER	Task API Test	END	1720827171673
USER	Task API Test	START	1720827171673
REQUEST		POST task	1720827171405	1720827171735	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171736
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171736
USER	Task API Test	END	1720827171736
USER	Task API Test	START	1720827171737
REQUEST		POST task	1720827171469	1720827171798	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171798
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171798
USER	Task API Test	END	1720827171799
USER	Task API Test	START	1720827171799
REQUEST		POST task	1720827170825	1720827171875	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171875
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171875
USER	Task API Test	END	1720827171875
USER	Task API Test	START	1720827171876
REQUEST		POST task	1720827171555	1720827171877	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171877
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171877
USER	Task API Test	END	1720827171877
USER	Task API Test	START	1720827171878
REQUEST		POST task	1720827171584	1720827171901	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171902
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171902
USER	Task API Test	END	1720827171902
USER	Task API Test	START	1720827171902
REQUEST		POST task	1720827171601	1720827171922	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171922
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171922
USER	Task API Test	END	1720827171923
USER	Task API Test	START	1720827171923
REQUEST		POST task	1720827171630	1720827171951	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171952
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171952
USER	Task API Test	END	1720827171952
USER	Task API Test	START	1720827171953
REQUEST		POST task	1720827171612	1720827171953	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171953
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171953
USER	Task API Test	END	1720827171954
USER	Task API Test	START	1720827171954
REQUEST		POST task	1720827171673	1720827171993	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827171993
ERROR	GET task: No attribute named 'thiis' is defined 	1720827171993
USER	Task API Test	END	1720827171994
USER	Task API Test	START	1720827171994
REQUEST		POST task	1720827171736	1720827172068	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172069
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172069
USER	Task API Test	END	1720827172069
USER	Task API Test	START	1720827172070
REQUEST		POST task	1720827171876	1720827172207	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172207
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172207
USER	Task API Test	END	1720827172207
USER	Task API Test	START	1720827172208
REQUEST		POST task	1720827171902	1720827172235	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172236
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172236
USER	Task API Test	END	1720827172236
USER	Task API Test	START	1720827172237
REQUEST		POST task	1720827171952	1720827172276	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172277
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172277
USER	Task API Test	END	1720827172277
USER	Task API Test	START	1720827172278
REQUEST		POST task	1720827171954	1720827172281	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172281
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172281
USER	Task API Test	END	1720827172282
USER	Task API Test	START	1720827172282
REQUEST		POST task	1720827171309	1720827172369	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172370
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172370
USER	Task API Test	END	1720827172370
USER	Task API Test	START	1720827172371
REQUEST		POST task	1720827172070	1720827172405	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172405
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172405
USER	Task API Test	END	1720827172406
USER	Task API Test	START	1720827172406
REQUEST		POST task	1720827172208	1720827172522	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172523
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172523
USER	Task API Test	END	1720827172523
USER	Task API Test	START	1720827172524
REQUEST		POST task	1720827172236	1720827172567	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172568
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172568
USER	Task API Test	END	1720827172568
USER	Task API Test	START	1720827172568
REQUEST		POST task	1720827172278	1720827172600	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172600
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172600
USER	Task API Test	END	1720827172600
USER	Task API Test	START	1720827172601
REQUEST		POST task	1720827172282	1720827172604	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172605
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172605
USER	Task API Test	END	1720827172605
USER	Task API Test	START	1720827172605
REQUEST		POST task	1720827172370	1720827172692	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172693
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172693
USER	Task API Test	END	1720827172693
USER	Task API Test	START	1720827172694
REQUEST		POST task	1720827172406	1720827172715	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172716
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172716
USER	Task API Test	END	1720827172716
USER	Task API Test	START	1720827172716
REQUEST		POST task	1720827172524	1720827172838	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172839
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172839
USER	Task API Test	END	1720827172839
USER	Task API Test	START	1720827172840
REQUEST		POST task	1720827171799	1720827172857	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172857
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172858
USER	Task API Test	END	1720827172858
USER	Task API Test	START	1720827172858
REQUEST		POST task	1720827172568	1720827172884	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172885
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172885
USER	Task API Test	END	1720827172885
USER	Task API Test	START	1720827172886
REQUEST		POST task	1720827172605	1720827172928	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172928
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172928
USER	Task API Test	END	1720827172929
USER	Task API Test	START	1720827172929
REQUEST		POST task	1720827172600	1720827172931	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172931
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172932
USER	Task API Test	END	1720827172932
USER	Task API Test	START	1720827172932
REQUEST		POST task	1720827171878	1720827172953	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172953
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172953
USER	Task API Test	END	1720827172954
USER	Task API Test	START	1720827172954
REQUEST		POST task	1720827171923	1720827172956	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827172956
ERROR	GET task: No attribute named 'thiis' is defined 	1720827172956
USER	Task API Test	END	1720827172956
USER	Task API Test	START	1720827172957
REQUEST		POST task	1720827172693	1720827173006	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173006
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173006
USER	Task API Test	END	1720827173007
USER	Task API Test	START	1720827173007
REQUEST		POST task	1720827172716	1720827173027	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173028
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173028
USER	Task API Test	END	1720827173028
USER	Task API Test	START	1720827173029
REQUEST		POST task	1720827171994	1720827173067	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173068
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173068
USER	Task API Test	END	1720827173068
USER	Task API Test	START	1720827173069
REQUEST		POST task	1720827172885	1720827173210	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173210
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173210
USER	Task API Test	END	1720827173211
USER	Task API Test	START	1720827173212
REQUEST		POST task	1720827172929	1720827173247	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173248
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173248
USER	Task API Test	END	1720827173249
USER	Task API Test	START	1720827173249
REQUEST		POST task	1720827172932	1720827173260	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173261
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173261
USER	Task API Test	END	1720827173261
USER	Task API Test	START	1720827173262
REQUEST		POST task	1720827172954	1720827173271	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173272
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173272
USER	Task API Test	END	1720827173272
USER	Task API Test	START	1720827173273
REQUEST		POST task	1720827172956	1720827173284	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173285
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173285
USER	Task API Test	END	1720827173285
USER	Task API Test	START	1720827173286
REQUEST		POST task	1720827173028	1720827173353	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173354
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173354
USER	Task API Test	END	1720827173354
USER	Task API Test	START	1720827173355
REQUEST		POST task	1720827173068	1720827173393	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173394
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173394
USER	Task API Test	END	1720827173394
USER	Task API Test	START	1720827173395
REQUEST		POST task	1720827173211	1720827173535	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173536
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173536
USER	Task API Test	END	1720827173536
USER	Task API Test	START	1720827173537
REQUEST		POST task	1720827173262	1720827173580	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173581
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173581
USER	Task API Test	END	1720827173581
USER	Task API Test	START	1720827173582
REQUEST		POST task	1720827173272	1720827173594	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173594
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173594
USER	Task API Test	END	1720827173595
USER	Task API Test	START	1720827173595
REQUEST		POST task	1720827173355	1720827173679	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173679
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173679
USER	Task API Test	END	1720827173680
USER	Task API Test	START	1720827173680
REQUEST		POST task	1720827173395	1720827173719	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173720
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173720
USER	Task API Test	END	1720827173720
USER	Task API Test	START	1720827173721
REQUEST		POST task	1720827173536	1720827173866	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173868
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173868
USER	Task API Test	END	1720827173868
REQUEST		POST task	1720827172858	1720827173869	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173869
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173869
USER	Task API Test	START	1720827173869
USER	Task API Test	END	1720827173869
USER	Task API Test	START	1720827173870
REQUEST		POST task	1720827172839	1720827173883	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173883
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173883
USER	Task API Test	END	1720827173883
USER	Task API Test	START	1720827173884
REQUEST		POST task	1720827173581	1720827173891	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827173891
ERROR	GET task: No attribute named 'thiis' is defined 	1720827173891
USER	Task API Test	END	1720827173892
USER	Task API Test	START	1720827173892
REQUEST		POST task	1720827173680	1720827174007	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174008
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174008
USER	Task API Test	END	1720827174008
USER	Task API Test	START	1720827174009
REQUEST		POST task	1720827173720	1720827174046	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174046
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174046
USER	Task API Test	END	1720827174047
USER	Task API Test	START	1720827174047
REQUEST		POST task	1720827173007	1720827174068	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174069
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174069
USER	Task API Test	END	1720827174069
USER	Task API Test	START	1720827174070
REQUEST		POST task	1720827173870	1720827174195	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174196
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174196
USER	Task API Test	END	1720827174196
USER	Task API Test	START	1720827174197
REQUEST		POST task	1720827173883	1720827174208	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174208
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174208
USER	Task API Test	END	1720827174209
USER	Task API Test	START	1720827174209
REQUEST		POST task	1720827173249	1720827174281	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174281
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174281
USER	Task API Test	END	1720827174281
USER	Task API Test	START	1720827174282
REQUEST		POST task	1720827174009	1720827174327	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174328
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174328
USER	Task API Test	END	1720827174328
USER	Task API Test	START	1720827174329
REQUEST		POST task	1720827173285	1720827174357	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174358
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174358
USER	Task API Test	END	1720827174358
USER	Task API Test	START	1720827174359
REQUEST		POST task	1720827174047	1720827174372	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174373
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174373
USER	Task API Test	END	1720827174373
USER	Task API Test	START	1720827174373
REQUEST		POST task	1720827174070	1720827174388	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174388
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174388
USER	Task API Test	END	1720827174388
USER	Task API Test	START	1720827174389
REQUEST		POST task	1720827174209	1720827174533	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174534
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174534
USER	Task API Test	END	1720827174534
USER	Task API Test	START	1720827174535
REQUEST		POST task	1720827174197	1720827174535	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174535
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174535
USER	Task API Test	END	1720827174535
USER	Task API Test	START	1720827174536
REQUEST		POST task	1720827174282	1720827174602	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174602
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174602
USER	Task API Test	END	1720827174602
USER	Task API Test	START	1720827174603
REQUEST		POST task	1720827174329	1720827174650	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174651
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174651
USER	Task API Test	END	1720827174651
REQUEST		POST task	1720827173595	1720827174660	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174660
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174660
USER	Task API Test	END	1720827174660
REQUEST		POST task	1720827174359	1720827174686	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174686
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174686
USER	Task API Test	END	1720827174686
REQUEST		POST task	1720827174389	1720827174720	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174720
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174721
USER	Task API Test	END	1720827174721
REQUEST		POST task	1720827174535	1720827174846	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174846
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174846
USER	Task API Test	END	1720827174847
REQUEST		POST task	1720827174534	1720827174867	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174867
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174867
USER	Task API Test	END	1720827174868
REQUEST		POST task	1720827173892	1720827174907	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174908
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174908
USER	Task API Test	END	1720827174908
REQUEST		POST task	1720827174603	1720827174926	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174927
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174927
USER	Task API Test	END	1720827174927
REQUEST		POST task	1720827173869	1720827174937	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827174937
ERROR	GET task: No attribute named 'thiis' is defined 	1720827174937
USER	Task API Test	END	1720827174937
REQUEST		POST task	1720827174373	1720827175401	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720827175402
ERROR	GET task: No attribute named 'thiis' is defined 	1720827175402
USER	Task API Test	END	1720827175402
