RUN	pokemonapi.RefulTask	refultask	1720828363966	 	3.11.3
USER	Task API Test	START	1720828390271
REQUEST		POST task	1720828390046	1720828390331	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390331
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390331
USER	Task API Test	END	1720828390331
USER	Task API Test	START	1720828390332
REQUEST		POST task	1720828390027	1720828390337	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390338
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390338
USER	Task API Test	END	1720828390338
USER	Task API Test	START	1720828390338
REQUEST		POST task	1720828390053	1720828390347	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390348
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390348
USER	Task API Test	END	1720828390348
USER	Task API Test	START	1720828390349
REQUEST		POST task	1720828390148	1720828390442	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390442
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390442
USER	Task API Test	END	1720828390443
USER	Task API Test	START	1720828390443
REQUEST		POST task	1720828390196	1720828390483	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390484
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390484
USER	Task API Test	END	1720828390484
USER	Task API Test	START	1720828390484
REQUEST		POST task	1720828390198	1720828390490	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390491
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390491
USER	Task API Test	END	1720828390491
USER	Task API Test	START	1720828390492
REQUEST		POST task	1720828389579	1720828390508	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390508
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390508
USER	Task API Test	END	1720828390509
USER	Task API Test	START	1720828390509
REQUEST		POST task	1720828390271	1720828390560	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390560
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390560
USER	Task API Test	END	1720828390561
USER	Task API Test	START	1720828390561
REQUEST		POST task	1720828390338	1720828390614	KO	status.find.is(200), but actually found 405
REQUEST		POST task	1720828390332	1720828390614	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390614
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390615
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390615
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390615
USER	Task API Test	END	1720828390615
USER	Task API Test	END	1720828390615
USER	Task API Test	START	1720828390615
USER	Task API Test	START	1720828390615
REQUEST		POST task	1720828390349	1720828390648	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390649
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390649
USER	Task API Test	END	1720828390649
USER	Task API Test	START	1720828390649
REQUEST		POST task	1720828390443	1720828390738	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390738
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390738
USER	Task API Test	END	1720828390738
USER	Task API Test	START	1720828390739
REQUEST		POST task	1720828390492	1720828390765	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390765
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390765
USER	Task API Test	END	1720828390765
USER	Task API Test	START	1720828390766
REQUEST		POST task	1720828390484	1720828390791	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390792
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390792
USER	Task API Test	END	1720828390792
USER	Task API Test	START	1720828390792
REQUEST		POST task	1720828390509	1720828390806	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390807
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390807
USER	Task API Test	END	1720828390807
USER	Task API Test	START	1720828390807
REQUEST		POST task	1720828389902	1720828390890	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390891
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390891
USER	Task API Test	END	1720828390891
USER	Task API Test	START	1720828390891
REQUEST		POST task	1720828390615	1720828390912	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390912
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390912
USER	Task API Test	END	1720828390912
USER	Task API Test	START	1720828390913
REQUEST		POST task	1720828390649	1720828390930	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390931
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390931
USER	Task API Test	END	1720828390931
USER	Task API Test	START	1720828390932
REQUEST		POST task	1720828389976	1720828390969	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828390969
ERROR	GET task: No attribute named 'thiis' is defined 	1720828390969
USER	Task API Test	END	1720828390969
USER	Task API Test	START	1720828390970
REQUEST		POST task	1720828390739	1720828391036	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391037
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391037
USER	Task API Test	END	1720828391037
USER	Task API Test	START	1720828391038
REQUEST		POST task	1720828390766	1720828391049	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391050
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391050
USER	Task API Test	END	1720828391050
USER	Task API Test	START	1720828391050
REQUEST		POST task	1720828390792	1720828391106	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391106
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391106
USER	Task API Test	END	1720828391107
USER	Task API Test	START	1720828391107
REQUEST		POST task	1720828390807	1720828391110	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391110
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391110
USER	Task API Test	END	1720828391110
USER	Task API Test	START	1720828391111
REQUEST		POST task	1720828390891	1720828391176	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391176
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391176
USER	Task API Test	END	1720828391177
USER	Task API Test	START	1720828391177
REQUEST		POST task	1720828390912	1720828391191	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391192
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391192
USER	Task API Test	END	1720828391192
USER	Task API Test	START	1720828391192
REQUEST		POST task	1720828390970	1720828391266	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391267
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391267
USER	Task API Test	END	1720828391267
USER	Task API Test	START	1720828391267
REQUEST		POST task	1720828391037	1720828391336	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391336
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391336
USER	Task API Test	END	1720828391337
USER	Task API Test	START	1720828391337
REQUEST		POST task	1720828391050	1720828391354	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391355
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391355
USER	Task API Test	END	1720828391355
USER	Task API Test	START	1720828391356
REQUEST		POST task	1720828391111	1720828391389	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391390
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391390
USER	Task API Test	END	1720828391390
USER	Task API Test	START	1720828391390
REQUEST		POST task	1720828391107	1720828391401	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391401
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391401
USER	Task API Test	END	1720828391401
USER	Task API Test	START	1720828391402
REQUEST		POST task	1720828390561	1720828391453	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391453
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391453
USER	Task API Test	END	1720828391453
USER	Task API Test	START	1720828391454
REQUEST		POST task	1720828391177	1720828391476	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391477
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391477
USER	Task API Test	END	1720828391477
USER	Task API Test	START	1720828391477
REQUEST		POST task	1720828391192	1720828391489	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391490
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391490
USER	Task API Test	END	1720828391490
USER	Task API Test	START	1720828391490
REQUEST		POST task	1720828390615	1720828391563	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391563
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391564
USER	Task API Test	END	1720828391564
USER	Task API Test	START	1720828391564
REQUEST		POST task	1720828391267	1720828391576	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391576
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391576
USER	Task API Test	END	1720828391577
USER	Task API Test	START	1720828391577
REQUEST		POST task	1720828391355	1720828391627	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391628
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391628
USER	Task API Test	END	1720828391628
USER	Task API Test	START	1720828391628
REQUEST		POST task	1720828391390	1720828391678	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391678
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391678
USER	Task API Test	END	1720828391679
USER	Task API Test	START	1720828391679
REQUEST		POST task	1720828391453	1720828391745	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391745
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391745
USER	Task API Test	END	1720828391745
USER	Task API Test	START	1720828391745
REQUEST		POST task	1720828391564	1720828391866	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391866
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391866
USER	Task API Test	END	1720828391867
USER	Task API Test	START	1720828391867
REQUEST		POST task	1720828391577	1720828391870	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391871
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391871
USER	Task API Test	END	1720828391871
USER	Task API Test	START	1720828391871
REQUEST		POST task	1720828391628	1720828391911	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391912
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391912
USER	Task API Test	END	1720828391912
USER	Task API Test	START	1720828391912
REQUEST		POST task	1720828390931	1720828391959	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391960
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391960
USER	Task API Test	END	1720828391960
USER	Task API Test	START	1720828391960
REQUEST		POST task	1720828391679	1720828391971	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828391971
ERROR	GET task: No attribute named 'thiis' is defined 	1720828391972
USER	Task API Test	END	1720828391972
USER	Task API Test	START	1720828391972
REQUEST		POST task	1720828391745	1720828392048	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392048
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392048
USER	Task API Test	END	1720828392049
USER	Task API Test	START	1720828392049
REQUEST		POST task	1720828391871	1720828392157	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392157
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392157
USER	Task API Test	END	1720828392157
USER	Task API Test	START	1720828392158
REQUEST		POST task	1720828391867	1720828392187	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392187
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392187
USER	Task API Test	END	1720828392187
USER	Task API Test	START	1720828392188
REQUEST		POST task	1720828391912	1720828392212	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392212
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392212
USER	Task API Test	END	1720828392213
USER	Task API Test	START	1720828392213
REQUEST		POST task	1720828391960	1720828392254	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392254
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392254
USER	Task API Test	END	1720828392254
USER	Task API Test	START	1720828392255
REQUEST		POST task	1720828391337	1720828392330	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392331
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392331
USER	Task API Test	END	1720828392331
USER	Task API Test	START	1720828392331
REQUEST		POST task	1720828392049	1720828392344	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392344
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392344
USER	Task API Test	END	1720828392344
USER	Task API Test	START	1720828392345
REQUEST		POST task	1720828391401	1720828392403	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392403
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392403
USER	Task API Test	END	1720828392403
USER	Task API Test	START	1720828392404
REQUEST		POST task	1720828391477	1720828392431	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392431
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392431
USER	Task API Test	END	1720828392431
USER	Task API Test	START	1720828392432
REQUEST		POST task	1720828392187	1720828392482	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392482
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392482
USER	Task API Test	END	1720828392482
USER	Task API Test	START	1720828392483
REQUEST		POST task	1720828391490	1720828392493	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392493
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392494
USER	Task API Test	END	1720828392494
USER	Task API Test	START	1720828392494
REQUEST		POST task	1720828392345	1720828392630	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392630
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392630
USER	Task API Test	END	1720828392630
USER	Task API Test	START	1720828392631
REQUEST		POST task	1720828392331	1720828392636	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392636
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392636
USER	Task API Test	END	1720828392637
USER	Task API Test	START	1720828392637
REQUEST		POST task	1720828392404	1720828392715	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392715
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392715
USER	Task API Test	END	1720828392715
USER	Task API Test	START	1720828392716
REQUEST		POST task	1720828392431	1720828392729	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392729
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392729
USER	Task API Test	END	1720828392729
USER	Task API Test	START	1720828392730
REQUEST		POST task	1720828392482	1720828392777	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392778
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392778
USER	Task API Test	END	1720828392778
REQUEST		POST task	1720828392494	1720828392777	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392778
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392778
USER	Task API Test	START	1720828392778
USER	Task API Test	END	1720828392779
USER	Task API Test	START	1720828392779
REQUEST		POST task	1720828392631	1720828392916	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392917
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392917
USER	Task API Test	END	1720828392917
USER	Task API Test	START	1720828392917
REQUEST		POST task	1720828392637	1720828392929	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392929
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392929
USER	Task API Test	END	1720828392929
USER	Task API Test	START	1720828392930
REQUEST		POST task	1720828391972	1720828392985	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828392985
ERROR	GET task: No attribute named 'thiis' is defined 	1720828392985
USER	Task API Test	END	1720828392985
USER	Task API Test	START	1720828392986
REQUEST		POST task	1720828392715	1720828393013	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393013
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393013
USER	Task API Test	END	1720828393013
USER	Task API Test	START	1720828393014
REQUEST		POST task	1720828392729	1720828393033	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393033
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393033
USER	Task API Test	END	1720828393034
USER	Task API Test	START	1720828393034
REQUEST		POST task	1720828392779	1720828393078	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393079
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393079
USER	Task API Test	END	1720828393080
USER	Task API Test	START	1720828393081
REQUEST		POST task	1720828392157	1720828393139	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393139
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393140
USER	Task API Test	END	1720828393140
USER	Task API Test	START	1720828393140
REQUEST		POST task	1720828392255	1720828393207	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393208
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393208
USER	Task API Test	END	1720828393209
USER	Task API Test	START	1720828393210
REQUEST		POST task	1720828392213	1720828393210	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393210
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393210
USER	Task API Test	END	1720828393210
USER	Task API Test	START	1720828393211
REQUEST		POST task	1720828392930	1720828393241	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393241
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393241
USER	Task API Test	END	1720828393242
USER	Task API Test	START	1720828393242
REQUEST		POST task	1720828392986	1720828393290	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393290
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393290
USER	Task API Test	END	1720828393290
USER	Task API Test	START	1720828393291
REQUEST		POST task	1720828393013	1720828393298	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393298
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393298
USER	Task API Test	END	1720828393299
USER	Task API Test	START	1720828393299
REQUEST		POST task	1720828393034	1720828393337	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393338
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393338
USER	Task API Test	END	1720828393338
USER	Task API Test	START	1720828393338
REQUEST		POST task	1720828393080	1720828393366	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393366
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393366
USER	Task API Test	END	1720828393366
USER	Task API Test	START	1720828393367
REQUEST		POST task	1720828393140	1720828393440	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393440
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393440
USER	Task API Test	END	1720828393440
USER	Task API Test	START	1720828393441
REQUEST		POST task	1720828393242	1720828393562	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393562
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393562
USER	Task API Test	END	1720828393562
USER	Task API Test	START	1720828393562
REQUEST		POST task	1720828393291	1720828393576	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393576
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393576
USER	Task API Test	END	1720828393576
USER	Task API Test	START	1720828393577
REQUEST		POST task	1720828393299	1720828393622	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393623
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393623
USER	Task API Test	END	1720828393623
USER	Task API Test	START	1720828393623
REQUEST		POST task	1720828393338	1720828393637	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393637
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393637
USER	Task API Test	END	1720828393638
USER	Task API Test	START	1720828393638
REQUEST		POST task	1720828393367	1720828393670	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393670
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393670
USER	Task API Test	END	1720828393670
USER	Task API Test	START	1720828393670
REQUEST		POST task	1720828392778	1720828393722	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393722
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393722
USER	Task API Test	END	1720828393723
USER	Task API Test	START	1720828393723
REQUEST		POST task	1720828393440	1720828393744	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393745
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393745
USER	Task API Test	END	1720828393745
USER	Task API Test	START	1720828393745
REQUEST		POST task	1720828393562	1720828393843	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393843
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393843
USER	Task API Test	END	1720828393843
USER	Task API Test	START	1720828393844
REQUEST		POST task	1720828393577	1720828393869	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393869
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393869
USER	Task API Test	END	1720828393870
USER	Task API Test	START	1720828393870
REQUEST		POST task	1720828393623	1720828393911	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393911
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393912
USER	Task API Test	END	1720828393912
USER	Task API Test	START	1720828393912
REQUEST		POST task	1720828393638	1720828393931	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393932
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393932
USER	Task API Test	END	1720828393932
USER	Task API Test	START	1720828393932
REQUEST		POST task	1720828392917	1720828393935	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393935
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393935
USER	Task API Test	END	1720828393936
USER	Task API Test	START	1720828393936
REQUEST		POST task	1720828393670	1720828393968	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828393968
ERROR	GET task: No attribute named 'thiis' is defined 	1720828393968
USER	Task API Test	END	1720828393968
USER	Task API Test	START	1720828393969
REQUEST		POST task	1720828393723	1720828394018	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828394018
ERROR	GET task: No attribute named 'thiis' is defined 	1720828394018
USER	Task API Test	END	1720828394019
USER	Task API Test	START	1720828394019
REQUEST		POST task	1720828393745	1720828394044	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828394045
ERROR	GET task: No attribute named 'thiis' is defined 	1720828394045
USER	Task API Test	END	1720828394045
USER	Task API Test	START	1720828394045
REQUEST		POST task	1720828393870	1720828394177	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828394177
ERROR	GET task: No attribute named 'thiis' is defined 	1720828394177
USER	Task API Test	END	1720828394178
USER	Task API Test	START	1720828394178
REQUEST		POST task	1720828393912	1720828394199	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828394199
ERROR	GET task: No attribute named 'thiis' is defined 	1720828394199
USER	Task API Test	END	1720828394200
USER	Task API Test	START	1720828394200
REQUEST		POST task	1720828393209	1720828394220	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828394221
REQUEST		POST task	1720828393932	1720828394220	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828394221
ERROR	GET task: No attribute named 'thiis' is defined 	1720828394221
ERROR	GET task: No attribute named 'thiis' is defined 	1720828394221
USER	Task API Test	END	1720828394221
USER	Task API Test	END	1720828394221
USER	Task API Test	START	1720828394221
USER	Task API Test	START	1720828394222
REQUEST		POST task	1720828393936	1720828394228	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828394228
ERROR	GET task: No attribute named 'thiis' is defined 	1720828394228
USER	Task API Test	END	1720828394228
USER	Task API Test	START	1720828394229
REQUEST		POST task	1720828393211	1720828394232	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828394233
ERROR	GET task: No attribute named 'thiis' is defined 	1720828394233
USER	Task API Test	END	1720828394233
USER	Task API Test	START	1720828394233
REQUEST		POST task	1720828393968	1720828394273	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828394273
ERROR	GET task: No attribute named 'thiis' is defined 	1720828394273
USER	Task API Test	END	1720828394273
USER	Task API Test	START	1720828394273
REQUEST		POST task	1720828394019	1720828394315	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828394315
ERROR	GET task: No attribute named 'thiis' is defined 	1720828394315
USER	Task API Test	END	1720828394315
USER	Task API Test	START	1720828394315
REQUEST		POST task	1720828394178	1720828394493	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828394494
ERROR	GET task: No attribute named 'thiis' is defined 	1720828394494
USER	Task API Test	END	1720828394494
USER	Task API Test	START	1720828394494
REQUEST		POST task	1720828394221	1720828394496	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828394496
ERROR	GET task: No attribute named 'thiis' is defined 	1720828394496
USER	Task API Test	END	1720828394497
USER	Task API Test	START	1720828394497
REQUEST		POST task	1720828394229	1720828394527	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828394528
ERROR	GET task: No attribute named 'thiis' is defined 	1720828394528
USER	Task API Test	END	1720828394528
USER	Task API Test	START	1720828394528
REQUEST		POST task	1720828394273	1720828394574	KO	status.find.is(200), but actually found 405
ERROR	PUT task: No attribute named 'thiis' is defined 	1720828394575
ERROR	GET task: No attribute named 'thiis' is defined 	1720828394575
